# SN2021yja magnitudes from Swift UVOT                                                        
# generated Wed Feb 7 21:12:14 UTC 2024 using version 2015.1                                         
# of Peter Brown's photometry pipeline                                                      
# and version Swift_Rel5.8(Bld47)_30Jun2023 of HEASOFT                                                      
#                                                                                         
# Data comes from the Swift Data Center                                                   
# A 5 arcsec aperture is used to measure the counts for the coincidence loss correction,  
# a 3 or 5 arcsec source aperture (based on the error) was used for the aperture photometry 
# subtracting off the galaxy count rate in a template image  (if available),              
# and applying an aperture correction as appropriate (based on average psf in Swift CALDB)
# and zeropoints from Breeveld et al. (2011) which update Poole et al. (2008)             
# including a time-dependent sensitivity loss                                             
# to put the magnitudes on the UVOT photometric system described in that paper.   
# The sensitivity correction has been updated based on the 2015 redetermination.        
#
#  Brown, P. J., Holland, S. T., Immler, S., et al. 2009, ApJ, 137, 4517
#  Brown, P. J., et al. 2014, Ap&SS, submitted
#  Breeveld, A. A., Landsman, W., Holland, S. T., et al. 2011, in AIP Conf. Proc. 1358,   
#     Gamma-Ray Bursts 2010, ed. J. E. McEnergy, J. L. Racusin, & N. Gehrels                 
#     (Melville, NY: AIP), 373; arXiv:1102.4717                                              
#  Poole, T. S., Breeveld, A. A., Page, M. J., et al. 2008, MNRAS, 383, 627
#                                                                                         
#                                                                                           
#                                                                                           
# The underlying galaxy had the following count rates                                       
# in a 5 arcsec aperture at the source position  
# (missing filters list 0 but used a background region similar to the SN ):                 
# Galaxy count rates in 5" aperture
# U              0.700199       0.124925
# UVW1           0.247911      0.0519450
#                                                                                           
# There are no known issues with this photometry.                                           
#                                                                                           
# Filter MJD[days] Mag MagErr 3SigMagLim 0.98SatLim[mag] Rate[c/s] RateErr[c/s] Ap[arcsec] Frametime[s] Exp[s] Telapse[s]
#                                                                                           
#                                                                                           
#                                                                                           
U        59518.5914  17.040   0.086  19.421  12.061   3.311   0.262   3.000      0.0110322     166.86   28745.74
U        59525.2679  17.337   0.094  19.454  12.061   2.519   0.217   3.000      0.0110322     183.66   45826.46
U        59540.3521  17.599   0.100  19.515  12.061   1.978   0.182   3.000      0.0110322     223.68   39999.82
U        59541.8452  17.557   0.132  19.124  12.062   2.056   0.251   3.000      0.0110322      81.46      82.77
U        59543.1835  17.580   0.170  18.788  12.062   2.013   0.315   3.000      0.0110322      44.07      44.77
U        59545.0726  17.793   0.105  19.560  12.061   1.655   0.160   3.000      0.0110322     259.90  119035.00
U        59546.7590  17.719   0.103  19.548  12.061   1.771   0.167   3.000      0.0110322     248.09  125764.20
U        59548.6615  17.743   0.118  19.390  12.061   1.733   0.189   3.000      0.0110322     151.09   52650.27
U        59554.1258  18.100   0.127  19.532  12.061   1.247   0.146   3.000      0.0110322     231.43  137912.47
#                                                                                           
#                                                                                           
#                                                                                           
